Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,Shift,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
39,1,443,1,8,1,0,3,0,48,3,1,2,3,0,3755,17872,1,0,11,3,1,1,8,3,3,8,3,0,7
22,1,1256,1,3,4,0,3,1,48,2,1,2,4,0,2853,4223,0,1,11,3,2,1,1,5,3,0,0,0,0
53,0,1376,0,2,2,2,3,1,45,3,4,0,3,1,14852,13938,6,0,13,3,3,1,22,3,4,17,13,15,2
39,1,672,2,7,2,2,3,1,54,2,5,1,4,0,19272,21141,1,0,15,3,1,1,21,2,3,21,9,13,3
27,0,199,1,6,3,0,4,1,55,2,1,1,3,0,2539,7950,1,0,13,3,3,1,4,0,3,4,2,2,2
28,0,1169,2,8,2,2,2,1,63,2,1,1,4,1,4936,23965,1,0,13,3,4,1,6,6,3,5,1,0,4
30,1,600,2,8,3,5,3,0,66,2,1,1,4,1,2180,9732,6,0,11,3,3,1,6,0,2,4,2,1,2
31,0,542,0,20,3,0,2,0,71,1,2,2,3,0,4559,24788,3,1,11,3,3,1,4,2,3,2,2,2,2
35,0,992,1,1,3,2,4,1,68,2,1,2,1,2,2450,21731,1,0,19,3,2,0,3,3,3,3,0,1,2
27,0,205,0,10,3,3,4,0,98,2,2,2,4,0,5769,7100,1,1,11,3,4,0,6,3,3,6,2,4,4
25,0,141,0,3,1,4,3,1,98,3,2,2,1,0,4194,14363,1,1,18,3,4,0,5,3,3,5,3,0,3
26,2,265,0,29,2,2,2,1,79,1,2,2,1,2,4969,21813,8,0,18,3,4,0,7,6,3,2,2,2,2
59,0,1324,1,3,3,2,3,0,81,4,1,2,1,0,2670,9964,4,1,20,4,1,3,12,3,2,1,0,0,0
45,1,1249,1,7,3,0,1,1,97,3,3,2,1,1,5210,20308,1,0,18,3,1,1,24,2,3,24,9,9,11
37,0,367,1,25,2,2,3,0,52,2,2,2,4,1,5731,17171,7,0,13,3,3,2,9,2,3,6,2,1,3
49,0,271,1,3,2,2,3,0,43,2,2,2,1,0,4789,23070,4,0,25,4,1,1,10,3,3,3,2,1,2
22,0,1136,1,5,3,0,4,1,60,4,1,1,2,1,2328,12392,1,1,16,3,1,1,4,2,2,4,2,2,2
45,0,1457,1,7,3,2,1,0,83,3,1,1,3,0,4477,20100,4,1,19,3,3,1,7,2,2,3,2,0,2
38,0,1333,1,1,3,1,4,0,80,3,3,0,1,0,13582,16292,1,0,13,3,2,1,15,3,3,15,12,5,11
34,0,1480,0,4,3,0,3,1,64,3,3,2,4,0,9713,24444,2,1,13,3,4,3,9,3,3,5,3,1,0
58,0,848,1,23,4,0,1,1,88,3,1,1,3,1,2372,26076,1,0,12,3,4,2,2,3,3,2,2,2,2
36,0,429,2,2,4,0,3,0,53,3,2,3,2,2,5410,2323,9,1,11,3,4,0,18,2,3,16,14,5,12
50,0,1207,2,28,1,2,4,1,74,4,1,2,3,0,3221,3297,1,1,11,3,3,3,20,3,3,20,8,3,8
26,0,1167,0,5,3,4,4,0,30,2,1,1,3,2,2966,21378,0,0,18,3,4,0,5,2,3,4,2,0,0
28,0,640,1,1,3,1,4,1,84,3,1,1,1,2,2080,4732,2,0,11,3,2,0,5,2,2,3,2,1,2
46,0,1450,1,15,2,0,4,1,52,3,5,0,2,0,19081,10849,5,0,11,3,1,1,25,2,3,4,2,0,3
29,0,1107,1,28,4,0,3,0,93,3,1,1,4,1,2514,26968,4,0,22,4,1,1,11,1,3,7,5,1,7
35,0,776,0,1,4,3,3,1,32,2,2,2,1,2,4312,23016,0,0,14,3,2,0,16,2,3,15,13,2,8
49,0,1098,2,4,2,2,1,1,85,2,5,1,3,0,18711,12124,2,0,13,3,3,1,23,2,4,1,0,0,0
25,0,882,1,19,1,2,4,1,67,3,1,2,4,0,3669,9075,3,0,11,3,3,3,7,6,2,3,2,1,2
42,0,1142,2,8,3,0,4,1,81,3,1,2,3,2,3968,13624,4,0,13,3,4,0,8,3,3,0,0,0,0
44,2,489,1,23,3,2,2,1,67,3,2,2,2,0,2042,25043,4,0,12,3,3,1,17,3,4,3,2,1,2
24,2,1092,1,9,3,0,3,1,60,2,1,2,2,1,2694,26551,1,0,11,3,3,3,1,4,3,1,0,0,0
27,1,1410,0,3,1,2,4,0,71,4,2,2,4,1,4647,16673,1,1,20,4,2,2,6,3,3,6,5,0,4
27,0,269,1,5,1,1,3,1,42,2,3,0,4,1,12808,8842,1,1,16,3,2,1,9,3,3,9,8,0,8
34,1,669,1,1,3,2,4,1,97,2,2,2,1,2,5343,25755,0,0,20,4,3,0,14,3,3,13,9,4,9
35,1,1182,0,11,2,3,4,1,54,3,2,2,4,1,4968,18500,1,0,11,3,4,1,5,3,3,5,2,0,2
43,0,415,0,25,3,2,3,1,79,2,3,2,4,1,10798,5268,5,0,13,3,3,1,18,5,3,1,0,0,0
50,1,878,0,1,4,0,2,1,94,3,2,2,3,1,6728,14255,7,0,12,3,4,2,12,3,3,6,3,0,1
34,1,426,1,10,4,0,3,1,42,4,2,3,4,1,4724,17000,1,0,13,3,1,1,9,3,3,9,7,7,2
40,1,902,1,26,2,2,3,0,92,2,2,1,4,0,4422,21203,3,1,13,3,4,1,16,3,1,1,1,0,0
35,2,727,1,3,3,0,3,1,41,2,1,2,3,0,1281,16900,1,0,18,3,3,2,1,3,3,1,0,0,0
40,2,1151,1,9,5,0,4,1,63,2,2,2,4,0,4876,14242,9,0,14,3,4,1,5,5,1,3,2,0,2
37,0,1319,1,6,3,2,3,1,51,4,2,1,1,1,5974,17001,4,1,13,3,1,2,13,2,3,7,7,6,7
41,0,1102,0,1,2,0,2,0,94,3,2,2,4,2,5993,19479,8,1,11,3,1,0,8,0,1,6,4,0,5
26,0,1384,1,3,4,2,1,1,82,4,1,2,4,0,4420,13421,1,0,22,4,2,1,8,2,3,8,7,0,7
40,1,530,1,1,4,0,3,1,78,2,4,2,2,0,13503,14115,1,0,22,4,4,1,22,3,2,22,3,11,11
29,0,665,1,15,3,0,3,1,60,3,1,2,4,2,2340,22673,1,0,19,3,1,0,6,1,3,6,5,1,5
28,0,440,1,21,3,2,3,1,42,3,1,1,4,0,2713,6672,1,0,11,3,3,1,5,2,1,5,2,0,2
54,0,155,2,9,2,0,1,0,67,3,2,1,3,0,2897,22474,3,0,11,3,3,2,9,6,2,4,3,2,3
38,0,130,0,2,2,3,4,1,32,3,3,2,2,2,7351,20619,7,0,16,3,3,0,10,2,3,1,0,0,0
29,0,1247,0,20,2,3,4,1,45,3,2,2,4,1,6931,10732,2,0,14,3,4,1,10,2,3,3,2,0,2
35,2,1212,0,8,2,3,3,0,78,2,3,2,4,0,10377,13755,4,1,11,3,2,1,16,6,2,13,2,4,12
52,0,319,1,3,3,2,4,1,39,2,3,3,3,0,7969,19609,2,1,14,3,3,0,28,4,3,5,4,0,4
40,1,791,1,2,2,2,3,0,38,4,2,2,2,0,4244,9931,1,0,24,4,4,1,8,2,3,8,7,3,7
55,0,436,0,2,1,2,3,1,37,3,2,2,4,2,5160,21519,4,0,16,3,3,0,12,3,2,9,7,7,3
28,1,467,0,7,3,0,3,1,55,3,2,2,1,2,4898,11827,0,0,14,3,4,0,5,5,3,4,2,1,3
39,0,903,0,2,5,0,1,1,41,4,3,2,3,2,7880,2560,0,0,18,3,4,0,9,3,3,8,7,0,7
34,0,181,1,2,4,2,4,1,97,4,1,1,4,0,2932,5586,0,1,14,3,1,3,6,3,3,5,0,1,2
28,1,791,1,1,4,2,4,1,44,3,1,2,3,2,2154,6842,0,1,11,3,3,0,5,2,2,4,2,0,2
34,0,1346,1,19,2,2,2,1,93,3,1,2,4,1,2661,8758,0,0,11,3,3,1,3,2,3,2,2,1,2
42,0,419,0,12,4,3,2,1,77,3,2,2,4,1,5087,2900,3,1,12,3,3,2,14,4,3,0,0,0,0
31,1,667,0,1,4,0,2,0,50,1,1,1,3,2,1359,16154,1,0,12,3,2,0,1,3,3,1,0,0,0
31,0,249,0,6,4,0,2,1,76,1,2,2,3,0,6172,20739,4,1,18,3,2,0,12,3,2,7,7,7,7
48,0,1236,2,1,4,0,4,0,40,2,4,1,1,0,15402,17997,7,0,11,3,1,1,21,3,1,3,2,0,2
40,0,118,0,14,2,0,4,0,84,3,2,2,1,0,4639,11262,1,0,15,3,3,1,5,2,3,5,4,1,2
37,0,799,2,1,3,1,2,0,59,3,3,3,4,2,7491,23848,4,0,17,3,4,0,12,3,4,6,5,1,2
29,0,332,2,17,3,4,2,1,51,2,3,1,1,2,7988,9769,1,0,13,3,1,0,10,3,2,10,9,0,9
33,1,1146,0,25,3,2,2,0,82,3,2,2,3,0,4539,4905,1,0,12,3,1,1,10,3,2,10,7,0,1
35,0,1214,1,1,3,2,2,1,30,2,1,1,3,2,2859,26278,1,0,18,3,1,0,6,3,3,6,4,0,4
42,1,570,2,8,3,0,2,1,66,3,5,1,4,1,18430,16225,1,0,13,3,2,1,24,4,2,24,7,14,9
54,0,397,2,19,4,2,3,1,88,3,3,1,2,0,10725,6729,2,0,15,3,3,1,16,1,4,9,7,7,1
32,0,964,0,1,2,0,1,1,34,1,2,2,2,2,6735,12147,6,0,15,3,2,0,10,2,3,0,0,0,0
35,1,853,0,18,5,0,2,1,71,3,3,2,1,0,9069,11031,1,0,22,4,4,1,9,3,2,9,8,1,8
34,1,735,2,22,4,4,3,1,86,2,2,1,4,0,5747,26496,1,1,15,3,2,0,16,3,3,15,10,6,11
38,2,573,1,6,3,2,2,0,79,1,2,1,4,1,5329,15717,7,1,12,3,4,3,17,3,3,13,11,1,9
49,0,301,1,22,4,4,1,0,72,3,4,0,2,0,16413,3498,3,0,16,3,2,2,27,2,3,4,2,1,2
32,0,374,1,25,4,0,1,1,87,3,1,2,4,2,2795,18016,1,1,24,4,3,0,1,2,1,1,0,0,1
29,1,410,1,2,1,0,4,0,97,3,1,2,2,0,3180,4668,0,0,13,3,3,3,4,3,3,3,2,0,2
35,0,1146,2,26,4,0,3,0,31,3,3,1,4,2,8837,16642,1,1,16,3,3,0,9,2,3,9,0,1,7
42,0,300,2,2,3,0,1,1,56,3,5,0,3,0,18880,17312,5,0,11,3,1,0,24,2,2,22,6,4,14
54,0,157,0,10,3,2,3,0,77,3,2,3,1,2,4440,25198,6,1,19,3,4,0,9,3,3,5,2,1,4
34,0,404,1,2,4,1,3,0,98,3,2,2,4,2,6687,6163,1,0,11,3,4,0,14,2,4,14,11,4,11
49,0,722,1,25,4,0,3,0,84,3,1,2,1,0,3211,22102,1,0,14,3,4,1,10,3,2,9,6,1,4
31,0,525,0,6,4,2,1,1,66,4,2,2,4,1,5460,6219,4,0,22,4,4,2,13,4,4,7,7,5,7
27,0,1103,1,14,3,0,1,1,42,3,1,1,1,0,2235,14377,1,1,14,3,4,2,9,3,2,9,7,6,8
56,2,667,1,1,4,0,3,1,57,3,2,1,3,1,6306,26236,1,0,21,4,1,1,13,2,2,13,12,1,9
28,0,529,1,2,4,0,1,1,79,3,1,2,3,2,3485,14935,2,0,11,3,3,0,5,5,1,0,0,0,0
31,0,1082,1,1,4,2,3,1,87,3,1,1,2,2,2501,18775,1,0,17,3,2,0,1,4,3,1,1,1,0
53,0,1070,2,3,4,2,3,1,45,3,4,3,3,0,17584,21016,3,1,16,3,4,3,21,5,2,5,3,1,3
42,1,1474,2,5,2,4,2,1,97,3,1,2,3,0,2093,9260,4,0,17,3,4,1,8,4,3,2,2,2,0
48,0,969,1,2,2,1,4,1,76,4,1,2,2,2,2559,16620,5,0,11,3,3,0,7,4,2,1,0,0,0
38,0,1206,2,9,2,0,2,1,71,3,1,1,4,1,4771,14293,2,0,19,3,4,2,10,0,4,5,2,0,3
40,1,1469,1,9,4,2,4,1,35,3,1,1,2,1,3617,25063,8,1,14,3,4,1,3,2,3,1,1,0,0
35,1,880,0,12,4,4,4,1,36,3,2,2,4,2,4581,10414,3,1,24,4,1,0,13,2,4,11,9,6,7
28,0,1434,1,5,4,1,3,1,50,3,1,2,3,2,3441,11179,1,1,13,3,3,0,2,3,2,2,2,2,2
30,0,945,0,9,3,2,2,1,89,3,1,1,4,2,1081,16019,1,0,13,3,3,0,1,3,2,1,0,0,0
30,1,721,1,1,2,2,3,0,58,3,2,2,4,2,4011,10781,1,0,23,4,4,0,12,2,3,12,8,3,7
29,0,665,1,15,3,0,3,1,60,3,1,1,4,2,2340,22673,1,0,19,3,1,0,6,1,3,6,5,1,5
53,0,1219,0,2,4,0,1,0,78,2,4,0,4,0,15427,22021,2,0,16,3,3,0,31,3,3,25,8,3,7
42,1,532,1,29,2,0,1,0,92,3,2,1,3,1,4556,12932,2,0,11,3,2,1,19,3,3,5,4,0,2
45,1,364,2,25,3,2,2,0,83,3,5,1,2,2,18061,13035,3,0,22,4,3,0,22,4,3,0,0,0,0
46,0,717,1,13,4,0,3,1,34,3,2,2,2,2,5562,9697,6,0,14,3,4,0,19,3,3,10,7,0,9
29,0,1370,1,3,1,2,2,1,87,3,1,2,1,2,4723,16213,1,1,18,3,4,0,10,3,3,10,9,1,5
21,2,895,0,9,2,2,1,1,39,3,1,1,4,2,2610,2851,1,0,24,4,3,0,3,3,2,3,2,2,2
43,2,343,2,9,3,0,1,1,52,3,1,1,3,2,2438,24978,4,0,13,3,3,0,7,2,2,3,2,1,2
34,1,296,0,6,2,3,4,0,33,1,1,1,3,1,2351,12253,0,0,16,3,4,1,3,3,2,2,2,1,0
28,0,654,1,1,2,0,1,0,67,1,1,1,2,2,2216,3872,7,1,13,3,4,0,10,4,3,7,7,3,7
38,0,364,1,3,5,1,4,0,32,3,2,2,3,2,4317,2302,3,1,20,4,2,0,19,2,3,3,2,2,2
49,0,1261,1,7,3,4,2,1,31,2,3,2,3,2,10965,12066,8,0,24,4,3,0,26,2,3,5,2,0,0
42,2,355,2,10,4,1,3,1,38,3,1,1,3,0,2936,6161,3,0,22,4,2,2,10,1,2,6,3,3,3
36,1,541,0,3,4,2,1,1,48,2,3,2,4,0,9699,7246,4,0,11,3,1,1,16,2,3,13,9,1,12
36,0,430,2,2,4,4,4,0,73,3,2,1,2,0,6962,19573,4,1,22,4,4,1,15,2,3,1,0,0,0
22,0,1230,2,1,2,0,4,1,33,2,2,3,4,0,4775,19146,6,0,22,4,1,2,4,2,1,2,2,2,2
26,1,921,1,1,1,2,1,0,66,2,1,1,3,1,2007,25265,1,0,13,3,3,2,5,5,3,5,3,1,3
41,0,337,0,8,3,3,3,0,54,3,2,2,2,0,4393,26841,5,0,21,4,3,1,14,3,3,5,4,1,4
26,1,575,1,1,2,0,1,0,71,1,1,2,4,1,4364,5288,3,0,14,3,1,1,5,2,3,2,2,2,0
33,1,430,0,7,3,2,4,1,54,3,2,2,1,0,4373,17456,0,0,14,3,1,2,5,2,3,4,3,0,3
26,1,1096,2,6,3,4,3,1,61,4,1,2,4,0,2544,7102,0,0,18,3,1,1,8,3,3,7,7,7,7
55,2,444,1,2,1,2,3,1,40,2,4,0,1,2,16756,17323,7,0,15,3,2,0,31,3,4,9,7,6,2
38,0,119,0,3,3,0,1,1,76,3,3,2,3,1,10609,9647,0,0,12,3,3,2,17,6,2,16,10,5,13
42,0,1059,2,9,2,4,4,1,93,2,5,1,4,2,19613,26362,8,0,22,4,4,0,24,2,3,1,0,0,1
41,0,642,2,1,3,0,4,1,76,3,1,1,4,0,2782,21412,3,0,22,4,1,1,12,3,3,5,3,1,0
58,1,1216,2,15,4,0,1,1,87,3,4,0,3,0,15787,21624,2,1,14,3,2,0,23,3,3,2,2,2,2
29,0,468,2,28,4,2,4,0,73,2,1,1,1,2,3785,8489,1,0,14,3,2,0,5,3,1,5,4,0,4
55,0,692,2,14,4,2,3,1,61,4,5,1,2,2,18722,13339,8,0,11,3,4,0,36,3,3,24,15,2,15
35,2,727,2,3,3,0,3,1,41,2,1,2,3,0,1281,16900,1,0,18,3,3,2,1,3,3,1,0,0,0
45,0,950,1,28,3,1,4,1,97,3,1,1,4,0,2132,4585,4,0,20,4,4,1,8,3,3,5,4,0,3
46,0,669,0,9,2,2,3,1,64,2,3,2,4,2,9619,13596,1,0,16,3,4,0,9,3,3,9,8,4,7
43,0,574,2,11,3,0,1,1,30,3,3,2,3,0,7510,16873,1,0,17,3,2,1,10,1,3,10,9,0,9
30,0,1005,1,3,3,1,4,0,88,3,1,1,1,2,2657,8556,5,1,11,3,3,0,8,5,3,5,2,0,4
31,0,1276,2,2,1,2,4,0,59,1,1,2,4,1,1129,17536,1,1,11,3,3,3,1,4,3,1,0,0,0
35,1,1182,0,11,2,3,4,1,54,3,2,2,4,1,4968,18500,1,0,11,3,4,1,5,3,3,5,2,0,2
54,0,1441,1,17,3,1,3,0,56,3,3,3,3,0,10739,13943,8,0,11,3,3,1,22,2,3,10,7,0,8
31,1,1125,2,1,3,0,4,1,48,1,2,1,1,0,5003,5771,1,0,21,4,2,0,10,6,3,10,8,8,7
29,0,469,0,10,3,2,3,1,42,2,2,2,3,2,5869,23413,9,0,11,3,3,0,8,2,3,5,2,1,4
30,1,1312,1,23,3,0,1,1,96,1,1,1,3,1,2613,22310,1,0,25,4,3,3,10,2,2,10,7,0,9
31,0,1365,0,13,4,2,2,1,46,3,2,2,1,1,4233,11512,2,0,17,3,3,0,9,2,1,3,1,1,2
54,0,1082,0,2,4,0,3,0,41,2,3,2,3,0,10686,8392,6,0,11,3,2,1,13,4,3,9,4,7,0
30,0,231,0,8,2,4,3,1,62,3,3,2,3,1,7264,9977,5,0,11,3,1,1,10,2,4,8,4,7,7
45,0,930,0,9,3,3,4,1,74,3,3,2,1,1,10761,19239,4,1,12,3,3,1,18,2,3,5,4,0,2
39,0,1462,0,6,3,2,4,1,38,4,3,2,3,0,8237,4658,2,0,11,3,1,1,11,3,3,7,6,7,6
50,0,1099,2,29,4,0,2,1,88,2,4,1,3,0,17046,9314,0,0,15,3,2,1,28,2,3,27,10,15,7
37,1,504,1,10,3,2,1,1,61,3,3,3,3,1,10048,22573,6,0,11,3,2,2,17,5,3,1,0,0,0
24,0,693,0,3,2,0,1,0,65,3,2,2,3,2,4577,24785,9,0,14,3,1,0,4,3,3,2,2,2,0
50,1,1115,2,1,3,0,1,0,73,3,5,1,2,0,18172,9755,3,1,19,3,1,0,28,1,2,8,3,0,7
35,0,670,1,10,4,2,1,0,51,3,2,2,3,2,6142,4223,3,1,16,3,3,0,10,4,3,5,2,0,4
41,0,645,0,1,3,3,2,1,49,4,3,2,1,0,8392,19566,1,0,16,3,3,1,10,2,3,10,7,0,7
40,0,1398,0,2,4,0,3,0,79,3,5,0,3,0,18041,13022,0,0,14,3,4,0,21,2,3,20,15,1,12
27,0,728,0,23,1,2,2,0,36,2,2,1,3,0,3540,7018,1,0,21,4,4,1,9,5,3,9,8,5,8
44,2,381,2,24,3,2,1,1,49,1,1,2,3,2,3708,2104,2,0,14,3,3,0,9,5,3,5,2,1,4
34,0,204,0,14,3,1,3,0,31,3,1,1,3,1,2579,2912,1,1,18,3,4,2,8,3,3,8,2,0,6
35,0,682,0,18,4,2,2,1,71,3,2,2,1,0,5561,15975,0,0,16,3,4,1,6,2,1,5,3,0,4
45,0,561,0,2,3,4,4,1,61,3,2,2,2,0,4805,16177,0,0,19,3,2,1,9,3,4,8,7,3,7
45,0,192,1,10,2,0,1,1,69,3,1,1,4,0,2654,9655,3,0,21,4,4,2,8,3,2,2,2,0,2
36,2,635,0,10,4,2,2,1,32,3,3,2,4,2,9980,15318,1,0,14,3,4,0,10,3,2,10,3,9,7
35,0,672,1,25,3,1,4,1,78,2,3,3,2,0,10903,9129,3,0,16,3,1,0,16,2,3,13,10,4,8
33,2,722,0,17,3,0,4,1,38,3,4,0,3,2,17444,20489,1,0,11,3,4,0,10,2,3,10,8,6,0
35,0,1029,1,16,3,0,4,0,91,2,3,1,2,2,8606,21195,1,0,19,3,4,0,11,3,1,11,8,3,3
40,0,658,0,10,4,3,1,1,67,2,3,2,2,1,9705,20652,2,0,12,3,2,1,11,2,2,1,0,0,0
33,0,575,1,25,3,0,4,1,44,2,2,3,2,2,4320,24152,1,0,13,3,4,0,5,2,3,5,3,0,2
28,0,1181,1,1,3,0,3,1,82,3,1,1,4,0,2044,5531,1,0,11,3,3,1,5,6,4,5,3,0,3
49,0,1490,1,7,4,0,3,1,35,3,3,2,2,1,10466,20948,3,0,14,3,2,2,29,3,3,8,7,0,7
36,0,1223,1,8,3,1,3,0,59,3,3,2,3,1,10096,8202,1,0,13,3,2,3,17,2,3,17,14,12,8
34,2,1362,0,19,3,3,1,1,67,4,2,2,4,2,5304,4652,8,1,13,3,2,0,9,3,2,5,2,0,4
27,0,155,0,4,3,0,2,1,87,4,2,3,2,0,6142,5174,1,1,20,4,2,1,6,0,3,6,2,0,3
30,0,1427,1,2,1,2,2,1,35,2,1,2,4,2,2720,11162,0,0,13,3,4,0,6,3,3,5,3,1,2
34,0,401,2,1,3,0,4,0,86,2,1,2,2,0,3294,3708,5,0,17,3,1,1,7,2,2,5,4,0,2
40,2,663,1,9,4,4,3,1,81,3,2,2,3,1,3975,23099,3,0,11,3,3,2,11,2,4,8,7,0,7
28,0,995,1,9,3,2,3,0,77,3,1,1,3,1,2377,9834,5,0,18,3,2,1,6,2,3,2,2,2,2
29,0,441,1,8,1,4,3,0,39,1,2,2,1,0,9715,7288,3,0,13,3,3,1,9,3,3,7,7,0,7
50,1,1421,2,2,3,2,4,0,30,3,4,1,1,0,17856,9490,2,0,22,4,3,1,32,3,3,2,2,2,2
29,2,1496,2,1,1,1,4,1,41,3,2,3,3,0,4319,26283,1,0,13,3,1,1,10,1,3,10,7,0,9
36,1,884,2,23,2,2,3,1,41,4,2,2,4,0,2571,12290,4,0,17,3,3,1,17,3,3,5,2,0,3
42,1,933,1,19,3,2,3,1,57,4,1,1,3,1,2759,20366,6,1,12,3,4,0,7,2,3,2,2,2,2
32,0,906,0,7,3,0,4,1,91,2,2,2,3,0,5484,16985,1,0,14,3,3,1,13,3,2,13,8,4,8
21,0,337,0,7,1,3,2,1,31,3,1,1,2,2,2679,4567,1,0,13,3,2,0,1,3,3,1,0,1,0
38,0,371,1,2,3,0,4,1,45,3,1,1,4,2,3944,4306,5,1,11,3,3,0,6,3,3,3,2,1,2
36,2,1229,0,8,4,1,1,1,84,3,2,2,4,1,5079,25952,4,0,13,3,4,2,12,3,3,7,7,0,7
46,0,430,1,1,4,2,4,1,40,3,5,0,4,1,19627,21445,9,0,17,3,4,2,23,0,3,2,2,2,2
39,0,466,2,1,1,0,4,0,65,2,4,3,4,0,12742,7060,1,0,16,3,3,1,21,3,3,21,6,11,8
50,0,1046,1,10,3,1,4,1,100,2,3,2,4,2,10496,2755,6,0,15,3,4,0,20,2,3,4,3,1,3
45,0,194,1,9,3,0,2,1,60,3,2,2,2,1,2348,10901,8,0,18,3,3,1,20,2,1,17,9,0,15
38,0,1261,2,2,4,0,4,1,88,3,2,3,3,0,6553,7259,9,0,14,3,2,0,14,3,3,1,0,0,0
41,0,930,0,3,3,0,3,1,57,2,2,2,2,1,8938,12227,2,0,11,3,3,1,14,5,3,5,4,0,4
29,0,341,0,1,3,2,2,0,48,2,1,1,3,1,2800,23522,6,1,19,3,3,3,5,3,3,3,2,0,2
36,0,311,2,7,3,0,1,1,77,3,1,2,2,2,2013,10950,2,0,11,3,3,0,15,4,3,4,3,1,3
22,0,534,1,15,3,2,2,0,59,3,1,2,4,2,2871,23785,1,0,15,3,3,0,1,5,3,0,0,0,0
29,0,121,0,27,3,3,2,0,35,3,3,2,4,0,7639,24525,1,0,22,4,4,3,10,3,2,10,4,1,9
37,0,1141,1,11,2,2,1,0,61,1,2,2,2,0,4777,14382,5,0,15,3,1,0,15,2,1,1,0,0,0
55,0,836,2,8,3,2,4,0,33,3,4,1,3,1,14756,19730,2,1,14,3,3,3,21,2,3,5,0,0,2
31,0,196,0,29,4,3,1,0,91,2,2,2,4,0,5468,13402,1,0,14,3,1,2,13,3,3,12,7,5,7
25,0,883,0,26,1,2,3,0,32,3,2,2,4,2,6180,22807,1,0,23,4,2,0,6,5,2,6,5,1,4
29,0,1210,0,2,3,2,1,1,78,2,2,2,2,0,6644,3687,2,0,19,3,2,2,10,2,3,0,0,0,0
48,0,715,2,1,3,0,4,1,76,2,5,3,4,2,18265,8733,6,0,12,3,3,0,25,3,4,1,0,0,0
23,0,571,2,12,2,4,4,1,78,3,1,2,4,2,2647,13672,1,0,13,3,3,0,5,6,4,5,2,1,4
25,0,583,0,4,1,3,3,1,87,2,2,2,1,0,4256,18154,1,0,12,3,1,0,5,1,4,5,2,0,3
46,1,638,1,1,3,2,3,1,40,2,3,2,1,0,10673,3142,2,1,13,3,3,1,21,5,2,10,9,9,5
58,0,605,0,21,3,0,4,0,72,3,4,0,4,0,17875,11761,4,1,13,3,3,1,29,2,2,1,0,0,0
30,0,438,1,18,3,0,1,0,75,3,1,1,3,2,2632,23910,1,0,14,3,3,0,5,4,2,5,4,0,4
38,0,345,0,10,2,0,1,0,100,3,2,2,4,0,5343,5982,1,0,11,3,3,1,10,1,3,10,7,1,9
28,1,1009,1,1,3,2,1,1,45,2,1,2,2,1,2596,7160,1,0,15,3,1,2,1,2,3,1,0,0,0
32,0,1045,0,4,4,2,4,1,32,1,3,2,4,0,10400,25812,1,0,11,3,3,0,14,2,2,14,8,9,8
40,0,1202,1,2,1,2,2,0,89,4,2,2,3,1,6377,13888,5,0,20,4,2,3,15,0,3,12,11,11,8
51,0,313,1,3,3,2,4,0,98,3,4,2,2,2,13734,7192,3,0,18,3,3,0,21,6,3,7,7,1,0
41,2,552,2,4,3,5,3,1,60,1,2,1,2,0,6430,20794,6,0,19,3,2,1,10,4,3,3,2,1,2
31,1,1445,2,1,5,0,3,0,100,4,3,3,2,2,7446,8931,1,0,11,3,1,0,10,2,3,10,8,4,7
59,0,818,2,6,2,2,2,1,52,3,1,1,3,0,2267,25657,8,0,17,3,4,0,7,2,2,2,2,2,2
42,0,647,0,4,4,3,2,1,45,3,2,2,1,2,5155,2253,7,0,13,3,4,0,9,3,4,6,4,1,5
20,0,129,1,4,3,1,1,1,84,3,1,2,1,2,2973,13008,1,0,19,3,2,0,1,2,3,1,0,0,0
26,1,887,1,5,2,2,3,0,88,2,1,1,3,0,2366,20898,1,1,14,3,1,1,8,2,3,8,7,1,7
32,0,495,2,10,3,2,3,1,64,3,3,1,4,2,11244,21072,2,0,25,4,2,0,10,5,4,5,2,0,0
34,0,943,1,9,3,0,4,1,86,3,3,2,4,1,8500,5494,0,0,11,3,4,1,10,0,2,9,7,1,6
45,1,1199,2,7,4,0,1,1,77,4,2,3,3,0,6434,5118,4,0,17,3,4,1,9,1,3,3,2,0,2
40,1,692,2,11,3,1,4,0,73,3,2,2,3,0,6323,26849,1,0,11,3,1,1,10,2,4,10,9,9,4
27,0,135,1,17,4,0,4,0,51,3,1,1,3,2,2394,25681,1,1,13,3,4,0,8,2,3,8,2,7,7
43,1,394,0,26,2,0,3,1,92,3,4,0,4,0,16959,19494,1,1,12,3,4,2,25,3,4,25,12,4,12
38,1,1394,2,8,3,2,4,0,58,2,2,1,2,1,2133,18115,1,1,16,3,3,1,20,3,3,20,11,0,7
34,2,1375,0,10,3,0,4,1,87,3,2,2,3,1,4001,12313,1,1,14,3,3,1,15,3,3,15,14,0,7
42,2,926,1,21,2,2,3,0,36,3,2,3,3,1,5265,16439,2,0,16,3,2,1,11,5,3,5,3,0,2
